Exercise,Difficulty Level,Target Muscle Group,Primary Equipment,Body Region,Primary Exercise Classification,Video Url
Barbell Hang Power Snatch,Advanced,Glutes,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/-mLzQdVAwlw?si=sQHYkOPNIgOBbsrh
Barbell Hang Squat Snatch,Advanced,Quadriceps,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/IucshEToDyM?si=ifH3zkJMJVCHypGV
Double Dumbbell Seated Reverse Fly,Beginner,Shoulders,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/cL1HxbOBkTs
Single Arm Dumbbell Seated Concentration Curl,Beginner,Biceps,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/a2OQCwG9bd0?si=d_4n3IRKXeYoxBNs
Alternating Double Dumbbell Seated Bicep Curl,Beginner,Biceps,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/eZAvPxEB5Dw?si=ZrwbDJ6qgGac-wRn
Alternating Double Dumbbell Front Raise,Beginner,Shoulders,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/c4EhnuYZQI8?si=O-MyHEA_d4DRkcEA
Cable Wide Grip Lat Pulldown,Beginner,Back,Cable,Upper Body,Bodybuilding,https://youtu.be/UWhyxvCCzhw
Cable Reverse Grip Lat Pulldown,Beginner,Back,Cable,Upper Body,Bodybuilding,https://youtu.be/zLKwAYUmGMc
Cable V Grip Seated Lat Pulldown,Beginner,Back,Cable,Upper Body,Bodybuilding,https://youtu.be/8hzVLzu-RJk
Bodyweight Bicycle Crunch,Novice,Abdominals,Bodyweight,Midsection,Unsorted*,https://youtu.be/fHXcyedPCPo?si=haa5Z5z5wbVY6loh
Bodyweight Broad Jump,Intermediate,Quadriceps,Bodyweight,Lower Body,Plyometric,https://youtu.be/0P8dbnUQrJI?si=IoU6OTqa34IekCVQ
Bodyweight Forearm Plank,Novice,Abdominals,Bodyweight,Midsection,Calisthenics,https://youtu.be/YvUw_mKMGfQ?feature=shared
Parallette Plank,Novice,Abdominals,Parallette Bars,Midsection,Calisthenics,https://youtu.be/MP6yL_KKxYY?si=Q87bAjMVT-uTdGRq
Double Clubbell Shoulder Park Squat,Novice,Quadriceps,Clubbell,Lower Body,Unsorted*,
Double Clubbell Clean to Shoulder Park Squat,Intermediate,Quadriceps,Clubbell,Full Body,Unsorted*,
Clubbell Shoulder Park Squat,Novice,Quadriceps,Clubbell,Lower Body,Unsorted*,
Single Arm Clubbell Shoulder Park Squat,Novice,Quadriceps,Clubbell,Lower Body,Unsorted*,
Clubbell Swing to Alternating Shoulder Park Squat,Intermediate,Quadriceps,Clubbell,Lower Body,Unsorted*,https://youtu.be/88ySRsmla4U?si=HG4Mctbie8EQOKUi
Single Arm Dumbbell Bench Press,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/q3cXdiyY7-Q?si=8ulm789f1CXgoDiT
Double Dumbbell Bench Press,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/M9wC6V8ndRY?si=o1Vl3RyTU6tL-koy
Barbell Split Jerk,Advanced,Shoulders,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/GUDkOtraHHY?si=rRrpCqPIVW7T-7T5
Barbell Power Clean to Split Jerk,Expert,Shoulders,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/Sk1vhXhHO_A?si=scaLm9b6g937lMhn
Double Dumbbell Incline Bench Press,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/7QUcsq019Qs?si=rxXGikxFs6Y3YwPL
Barbell Power Jerk,Intermediate,Shoulders,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/XtRq5jzUHqE?si=dBupO-9VrVoLknW-
Barbell Squat Jerk,Advanced,Quadriceps,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/vXTeZah_FjI?si=21zLDY_gy9epZ8bD
Double Kettlebell Bent Over Row,Beginner,Back,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/t7dkLHdZ9uM?si=2TNd4Es589Vlu5uz
Bodyweight Seated Wall Angels,Beginner,Shoulders,Bodyweight,Upper Body,Unsorted*,https://youtu.be/_VrAJlhDkIc?si=8vRLbrTcTLygHKZE
Parallette Kneeling Close Grip Push Up,Beginner,Triceps,Parallette Bars,Upper Body,Calisthenics,
Double Kettlebell Shrug,Beginner,Trapezius ,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/dB5Wxd_zS80
Bodyweight Alternating Split Squat Jump,Intermediate,Quadriceps,Bodyweight,Lower Body,Plyometric,https://youtu.be/yncmjpwl_9g?si=OTCbmCenqG5BN1WW
Suspension Y Raise,Beginner,Shoulders,Suspension Trainer,Upper Body,Unsorted*,https://youtu.be/0Kr9lVl4JQ8?si=bGLAYv480sV-7xjg
Bodyweight Standing Wall Angels,Beginner,Shoulders,Bodyweight,Upper Body,Unsorted*,https://youtu.be/y1U4XkVRsts?si=rcEFBmWMgHNKIHm7
Double Kettlebell Mountain Climber,Novice,Abdominals,Kettlebell,Midsection,Calisthenics,https://youtu.be/AHwcb1JLtp4?si=XfL4K_pZpBu8QsfO
Bodyweight Split Squat Jump,Intermediate,Quadriceps,Bodyweight,Lower Body,Plyometric,https://youtu.be/RtY9kyhuh5I?si=ryQL7SpLXYab74U9
Bodyweight Duck Walk,Intermediate,Quadriceps,Bodyweight,Lower Body,Animal Flow,https://youtu.be/-swSVo8-i4I?si=sEL_AtnfPtYy7b1X
Barbell Front Rack Split Squat,Novice,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/VsgCBIQE8gU?si=1KNObbTrjXSha2sF
Barbell Overhead Split Squat,Advanced,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/wQrvCnYb4yw?si=z3YIBbCc8EKvTdgG
Double Dumbbell Split Jerk,Intermediate,Shoulders,Dumbbell,Full Body,Unsorted*,https://youtu.be/KpE5v62Qnbk?si=0JFSRtn2gnAhSMeD
Suspension Reverse Fly,Beginner,Shoulders,Suspension Trainer,Upper Body,Unsorted*,https://youtu.be/bYYJ4jQCUtg
Double Dumbbell Decline Bench Press,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/2B6WxyLaIrE?si=YFskQesFUqPMQA7s
Single Arm Dumbbell Split Jerk,Intermediate,Shoulders,Dumbbell,Full Body,Unsorted*,https://youtu.be/li8Cf-vxDvk?si=xn7C8oJeNgbhkv-d
Single Arm Kettlebell Bottoms Up Snatch,Advanced,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/FTRy8SXUJXs?si=9fREcoDrSO9GfdAR
Bodyweight Copenhagen Plank Side Raise,Intermediate,Adductors,Bodyweight,Lower Body,Unsorted*,https://youtu.be/0Cwk_wwL6uM?si=N_sqB6NG5HF2Hv7U
Bodyweight Copenhagen Plank with Leg Lift,Intermediate,Adductors,Bodyweight,Lower Body,Unsorted*,https://youtu.be/Tt5O0gfZmr0?si=9wq43SCcrrNE16rB
Double Dumbbell Chest Fly,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/Nhvz9EzdJ4U?si=MdnuiWNh7Wkz1qK_
Double Dumbbell Decline Bench Chest Fly,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/7NlIkLqcgnw?si=uIGPB18ukc3iERL2
Double Kettlebell Suitcase Calf Raise,Beginner,Calves,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/gI-GqUg47UU?si=GQfpc8cxUMQ4kcui
Double Kettlebell Front Rack Feet Elevated Calf Raise,Novice,Calves,Kettlebell,Lower Body,Bodybuilding,
Dumbbell Crush Grip Bent Over Row,Beginner,Back,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/ppmAYXaz0_k
Double Kettlebell Front Rack Calf Raise,Beginner,Calves,Kettlebell,Lower Body,Bodybuilding,
Dumbbell Crush Grip Bicep Curl to Overhead Press,Beginner,Shoulders,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/3hFzUnWOQLU
Dumbbell Crush Grip Overhead Press,Beginner,Shoulders,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/O2SYdrskhPU?si=RFInB5nFomiISnhm
Dumbbell Crush Grip Floor Press,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/2pN9ascZfGc?si=MWKxU4_8cj6Sv5bs
Dumbbell Crush Grip Overhead Tricep Extension,Beginner,Triceps,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/FYlFRw0iSmA
Double Kettlebell Suitcase Split Squat Isometric Calf Raise,Advanced,Calves,Kettlebell,Lower Body,Balance,
Bodyweight Single Leg Hip Thrust,Novice,Glutes,Bodyweight,Lower Body,Bodybuilding,https://youtu.be/1Dbd7wStRJg?si=Yx13oEQ5A4kl4YJ5
Stability Ball Single Leg Hip Thrust,Novice,Glutes,Stability Ball,Lower Body,Bodybuilding,https://youtu.be/p2Z02O1M18w?feature=shared
Double Kettlebell Suitcase Split Squat Isometric Foot Elevated Calf Raise,Advanced,Calves,Kettlebell,Lower Body,Balance,
Single Arm Kettlebell Suitcase Hand Assisted Ipsilateral Foot Elevated Single Leg Calf Raise,Novice,Calves,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/o4VnNZJ_ifM?si=mpuDr1i-66ZFR_7I
Double Kettlebell Front Rack Split Squat Isometric Calf Raise,Advanced,Calves,Kettlebell,Lower Body,Balance,
Cable V Grip Seated Floor Lat Pulldown,Beginner,Back,Cable,Upper Body,Bodybuilding,https://youtu.be/wo-YhhSpEJI
Double Kettlebell Front Rack Split Squat Isometric Foot Elevated Calf Raise,Advanced,Calves,Kettlebell,Lower Body,Balance,
Battle Rope Alternating Wave,Beginner,Biceps,Battle Ropes,Upper Body,Unsorted*,https://youtu.be/ZujykKeVZpM
Cable Rope Tall Kneeling Tricep Pushdown,Beginner,Triceps,Cable,Upper Body,Bodybuilding,https://youtu.be/fjYbHu5oXn0?si=h7OFn1fToKpfmC3B
Bodyweight Feet Elevated Calf Raise,Beginner,Calves,Bodyweight,Lower Body,Bodybuilding,https://youtu.be/VuvZCiSMw_A?si=wJFjWj_7127inskf
Stability Ball Reverse Hyperextension,Novice,Glutes,Stability Ball,Lower Body,Bodybuilding,https://youtu.be/ujcZZ0kLEmY?si=Vb7GDY3_NgNICWqW
Bodyweight Bench Frog Reverse Hyperextension,Novice,Glutes,Bodyweight,Lower Body,Bodybuilding,https://youtu.be/zH8QN413Vuo?si=htM_QtEmupefpV2z
Bodyweight Bench Reverse Hyperextension,Novice,Glutes,Bodyweight,Lower Body,Bodybuilding,https://youtu.be/UP44YFNMF4A?si=ymXfKPXP3jXmkT4j
Cable Rope Tall Kneeling Low to High Chop,Intermediate,Abdominals,Cable,Midsection,Unsorted*,https://youtu.be/dz0OxCiLkjI?si=-FrxaHRLjT-KzMPb
Bodyweight V Up,Novice,Abdominals,Bodyweight,Midsection,Unsorted*,https://youtu.be/7UVgs18Y1P4?si=o0GvxxE-1wAYvgfE
Slider Barbell Front Rack Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Barbell Back Rack Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/svmnL4VOmdQ?si=LsXy5ZYYQ72FtD7F
Slider Reverse Lunge,Beginner,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/X9swqObTGJw?si=Qpxrkq0cR0xf5eiU
Barbell Push Jerk,Intermediate,Shoulders,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/VrHNJXoSyXw
Barbell Power Clean to Push Jerk,Expert,Shoulders,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/LtoksZKesMA?si=rSvsSk9ilVqlS937
Barbell Squat Clean to Push Jerk,Expert,Shoulders,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/GqAEuwXQXRU?si=a2lQdD8ZT7OeBRNX
Single Arm Kettlebell Outside Swing,Novice,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/sEerteQ9q8Y?si=eO7tUCscpuCkcIez
Single Arm Kettlebell Suitcase Alternating Forward Lunge Pass Through,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/61BWrwBMUlk?si=zXjflLRvn7EaFnuR
Single Arm Kettlebell Suitcase Alternating Reverse Lunge Pass Through,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/6flBwO_bKB8?si=_cijIvoTOn2fDR7y
Single Arm Kettlebell Contralateral Forward Lunge Snatch,Advanced,Quadriceps,Kettlebell,Full Body,Ballistics,https://youtu.be/T6QWzXtiHVk?si=6Qx4S0Y9YS8kR-E8
Single Arm Kettlebell Alternating Forward Lunge Snatch,Advanced,Quadriceps,Kettlebell,Full Body,Ballistics,https://youtu.be/yVbXFUpxZDo?si=fGc1RAIfM6JUdZ4B
Double Kettlebell Overhead Press,Beginner,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/IfGxPcgiTmY
Cable Straight Bar Bicep Curl,Beginner,Biceps,Cable,Upper Body,Bodybuilding,https://youtu.be/F3Y03RnVY8Y?si=8uzaga9fPI14rc9M
Double Kettlebell Glute Bridge Isometric Floor Press,Novice,Chest,Kettlebell,Full Body,Bodybuilding,https://youtu.be/hEEUpEwRE7g?si=x48upd1YMj1w_xrR
Slider Single Arm Dumbbell Front Rack Ipsilateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Dumbbell Suitcase Contralateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/MAiTY-4x82Q?si=zKIXO7qWRH9Fp9yh
Slider Single Arm Dumbbell Suitcase Ipsilateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Dumbbell Overhead Contralateral Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Dumbbell Overhead Ipsilateral Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Double Dumbbell Front Rack Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/RoS53TjR2QY?si=6bemyT1DeK6D_ziA
Slider Double Dumbbell Suitcase Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/jo1G9aygVIY?si=rDCyU7nAR0DQrhQr
Slider Double Dumbbell Overhead Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/t27p0HCStHg?si=P5VidxzYpMaxRdyY
Double Dumbbell Hammer Curl,Beginner,Biceps,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/fM0TQLoesLs?si=Jdgh0xyXpZA-KwyM
Alternating Double Dumbbell Bench Press,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/-umNkuKth1U?si=17upb868pBHT1MIg
Slider Single Arm Clubbell Order Contralateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Clubbell Order Ipsilateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Double Clubbell Order Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Clubbell Order Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Macebell Order Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Macebell Order Contralateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Macebell Order Ipsilateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Landmine Goblet Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Landmine Shoulder Contralateral Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/EKtY3UJFmTg?si=_1L9MCgCQ4f1c_fB
Slider Single Arm Landmine Front Rack Contralateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Landmine Front Rack Ipsilateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Landmine Suitcase Contralateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/XUrqwdRtU54?si=i9PTTagf_EVKwx0j
Slider Single Arm Landmine Suitcase Ipsilateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Landmine Overhead Contralateral Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Landmine Overhead Ipsilateral Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Suspension Jump Squat,Intermediate,Quadriceps,Suspension Trainer,Lower Body,Plyometric,https://youtu.be/NcyZj45wcnY?si=cwEgFB3aBkfIjMQy
Alternating Double Dumbbell Incline Bench Press,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/xt1UdzhkMfY?si=OIM1LWctboVJi66d
Alternating Double Dumbbell Decline Bench Press,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/XuYszvlq1Zk?si=cRt_Xb7fwOGFU40U
Miniband Glute Bridge,Beginner,Glutes,Miniband,Lower Body,Bodybuilding,https://youtu.be/Zr2RLjIjCN0?si=CFxCFwgSlgd_2sCv
Alternating Double Dumbbell Top Down Bench Press,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/LD5vanDs9G4?si=beAWPFWY1Y8shTBO
Alternating Double Dumbbell Top Down Incline Bench Press,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/oPk0SGlvX98?si=AjZmhQyk03HHYgPO
Alternating Double Dumbbell Top Down Decline Bench Press,Beginner,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/Ztg7B04oVXU?si=KGYDSnNrZiBMfVab
Bar Dead Hang,Beginner,Back,Pull Up Bar,Upper Body,Unsorted*,https://youtu.be/4RqNGRVaTUQ?si=geYUBIdFOo8AzeHT
Trap Bar Deadlift,Novice,Back,Trap Bar,Full Body,Bodybuilding,https://youtu.be/FYx76NSijfU?si=SQ4p_SUWbJGUlk0N
Trap Bar Staggered Stance Deadlift,Novice,Back,Trap Bar,Full Body,Bodybuilding,https://youtu.be/UfCzhPWBmhU?si=PEQal1FTSXhdUQED
Resistance Band Alternating Bicep Curl,Beginner,Biceps,Resistance Band,Upper Body,Bodybuilding,https://youtu.be/E-6iFVLC66I?si=HTrleCkD1HyCvWuq
Landmine Goblet Alternating Curtsy Lunge,Intermediate,Quadriceps,Landmine,Lower Body,Bodybuilding,https://youtu.be/XLnOFLtWCaU?feature=shared
Landmine Goblet Curtsy Lunge,Intermediate,Quadriceps,Landmine,Lower Body,Bodybuilding,
Barbell Overhead Alternating Curtsy Lunge,Advanced,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/VrOZZjPvj84?si=nwwNU54x-itcb4Ha
Barbell Back Rack Alternating Curtsy Lunge,Intermediate,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/zUV4jRr6DPk?si=WdsGqclPVPcWvX9C
Barbell Zercher Alternating Curtsy Lunge,Advanced,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/-CSU1ZIDcRs?si=r1puJp7Mv2H5UpDs
Trap Bar Suitcase Carry,Intermediate,Forearms,Trap Bar,Full Body,Unsorted*,https://youtu.be/df-MeZsxCAM?si=DWozx3zEr924L2oN
Trap Bar Romanian Deadlift,Novice,Hamstrings,Trap Bar,Lower Body,Bodybuilding,https://youtu.be/2L_LpH_IIbc?si=bI9uPdiltgD6G9Mf
Resistance Band Bicep Curl,Beginner,Biceps,Resistance Band,Upper Body,Bodybuilding,https://youtu.be/xE20IwkSELc?si=FM0m4qOgocoDEdDz
Resistance Band Chest Press,Beginner,Chest,Resistance Band,Upper Body,Unsorted*,https://youtu.be/Rn-hf5iauTc?si=9JMXffEInfAmWfNH
Resistance Band Alternating Chest Press,Beginner,Chest,Resistance Band,Upper Body,Unsorted*,https://youtu.be/m3wEZExvGCY?si=qPi52D7LtCC72Ccj
Trap Bar Deficit Deadlift,Intermediate,Back,Trap Bar,Full Body,Bodybuilding,https://youtu.be/n2nbRRSMWu4?si=twYL2iJC0VYVj6WF
Trap Bar Bulgarian Split Squat,Intermediate,Quadriceps,Trap Bar,Lower Body,Bodybuilding,https://youtu.be/aciS41CW_Mc?si=7y6xxA-nZjKbqeNc
Trap Bar Jump Squat,Advanced,Quadriceps,Trap Bar,Lower Body,Plyometric,https://youtu.be/52-P8hlrKqg?si=cgixMNp8OmG6lTNQ
Resistance Band Chest Fly,Beginner,Chest,Resistance Band,Upper Body,Bodybuilding,
Battle Rope Power Slam to Burpee,Intermediate,Chest,Battle Ropes,Full Body,Plyometric,https://youtu.be/WQ7QzKOCVLE?si=rWX43WDQ4l8VmtIy
Resistance Band Low Row,Beginner,Back,Resistance Band,Upper Body,Bodybuilding,
Battle Rope Alternating Reverse Lunge Alternating Wave ,Intermediate,Quadriceps,Battle Ropes,Full Body,Unsorted*,https://youtu.be/cpytZ7Uv85s?si=tl6ya3gXriejNfxT
Bodyweight Split Squat Isometric Hold,Novice,Quadriceps,Bodyweight,Lower Body,Balance,https://youtu.be/36kJjDfMHIc?feature=shared
Bodyweight Split Squat,Beginner,Quadriceps,Bodyweight,Lower Body,Unsorted*,https://youtu.be/-aMgxO760L4?si=9gx0HVA_RdsNSgFi
Barbell Frog Pump,Novice,Glutes,Barbell,Lower Body,Bodybuilding,https://youtu.be/coFi5XRmTAk?si=b564Njzd_-7c0U9x
Barbell Front Rack Calf Raise,Novice,Calves,Barbell,Lower Body,Bodybuilding,https://youtu.be/_gDcrYTfTCU?si=HKjUJaexuiWSopvB
Barbell Back Rack Calf Raise,Novice,Calves,Barbell,Lower Body,Bodybuilding,https://youtu.be/SpwcssWT0p4?si=XhO_l77nZbQDRttr
Trap Bar Calf Raise,Novice,Calves,Trap Bar,Lower Body,Bodybuilding,https://youtu.be/-Jb6VkZ4-tc?si=ZY9K1ZxEHtlV_gOz
Barbell Zercher Cyclist Squat,Advanced,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/guw95GpKkY0?si=TrefJn9gELbrR9t3
Trap Bar Rack Pull,Novice,Back,Trap Bar,Full Body,Bodybuilding,https://youtu.be/5zBwce39LfU?si=N9TY90hZ5tEbb3oc
Resistance Band Mid Row,Beginner,Back,Resistance Band,Upper Body,Bodybuilding,
Resistance Band Face Pull,Beginner,Shoulders,Resistance Band,Upper Body,Bodybuilding,https://youtu.be/HHZ1_OZKLII?si=CyqPWtENsIMkdeyn
Resistance Band Face Pull to Overhead Press,Beginner,Shoulders,Resistance Band,Upper Body,Bodybuilding,https://youtu.be/_VZ1cR730rs?feature=shared
Single Arm Resistance Band Low Row,Beginner,Back,Resistance Band,Upper Body,Bodybuilding,https://youtu.be/apYOwiF9moM?si=bOCR3Ldpx6nSTzj0
Single Arm Resistance Band Mid Row,Beginner,Back,Resistance Band,Upper Body,Bodybuilding,
Single Arm Resistance Band Chest Press,Beginner,Chest,Resistance Band,Upper Body,Bodybuilding,https://youtu.be/8gcpEaHDgsY?si=5iKOYsOZ_3phaShu
Resistance Band Reverse Grip Bicep Curl,Beginner,Forearms,Resistance Band,Upper Body,Bodybuilding,https://youtu.be/zgV5PpkReuI?si=SX9-dariFRe2W5q5
Resistance Band Alternating Reverse Grip Bicep Curl,Beginner,Forearms,Resistance Band,Upper Body,Bodybuilding,
Resistance Band Hammer Curl,Beginner,Biceps,Resistance Band,Upper Body,Bodybuilding,https://youtu.be/bcond2tqWg0?si=YEuafUqhelVkqYol
Battle Rope Jumping Jack,Novice,Shoulders,Battle Ropes,Full Body,Plyometric,https://youtu.be/jnCBdIA1Mno?si=SHMrXoMGIywOdwJ4
Battle Rope Jump Squat Power Slam,Intermediate,Quadriceps,Battle Ropes,Full Body,Plyometric,https://youtu.be/3RbFYYr4RDQ?si=I_hq0oqYA6dy8acI
Battle Rope Alternating Side Slam,Novice,Abdominals,Battle Ropes,Midsection,Unsorted*,https://youtu.be/0ieiwGvtCT4?si=eBnoeYkD7iu_tawZ
Battle Rope Jump Squat Alternating Wave,Intermediate,Quadriceps,Battle Ropes,Full Body,Plyometric,https://youtu.be/HMK1KfYKJKw?si=8_j1X9PceX4ykwe_
Battle Rope In and Out Jump Squat Power Slam,Intermediate,Quadriceps,Battle Ropes,Full Body,Plyometric,https://youtu.be/HGV2NJ6EI3A?si=2zud6P-SPcw2soRh
Battle Rope In and Out Jump Squat Alternating Wave,Intermediate,Quadriceps,Battle Ropes,Full Body,Plyometric,
Bodyweight In and Out Jump Squat,Novice,Quadriceps,Bodyweight,Lower Body,Plyometric,https://youtu.be/5KT8dr-J65U?si=YGtdHgvAy0DIgmt5
Miniband Thigh In and Out Jump Squat,Novice,Abductors,Miniband,Lower Body,Plyometric,https://youtu.be/cguZ74v0_bE?si=wU22GaKrEc-GA4sw
Miniband Ankle In and Out Jump Squat,Intermediate,Abductors,Miniband,Lower Body,Plyometric,https://youtu.be/DUf4-qvOroU?si=LFkNn97WQn5oz1m6
Resistance Band Alternating Hammer Curl,Beginner,Biceps,Resistance Band,Upper Body,Bodybuilding,
Resistance Band Y Raise,Beginner,Shoulders,Resistance Band,Upper Body,Unsorted*,
Battle Rope Split Squat Isometric Power Slam,Intermediate,Abdominals,Battle Ropes,Full Body,Balance,https://youtu.be/7cBlrIqHv9o?si=34m2WPXJArSvm8ap
Battle Rope Alternating Split Squat Jump Alternating Wave,Intermediate,Quadriceps,Battle Ropes,Full Body,Plyometric,https://youtu.be/0B_lk4-o850?si=g42on5mrqq1cAdUb
Battle Rope Alternating Split Squat Jump Power Slam,Intermediate,Quadriceps,Battle Ropes,Full Body,Plyometric,https://youtu.be/nkEeL2ULZGI?si=gDhAhABHiXhwi1Hv
Single Arm Kettlebell Front Rack Contralateral Cossack Squat,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/4NCYLWTv5Mc?si=OT9LNGr9wS3RbezC
Resistance Band Cuban Press,Beginner,Shoulders,Resistance Band,Upper Body,Unsorted*,https://youtu.be/13Au7iJ02c8?si=2JaXbdRT8-eAxkx-
Single Arm Kettlebell Overhead Contralateral Cossack Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/I4lYPJdwnDg?si=8AgvVHOfdxgX_-zE
